phrase,sentiment
For the first nine months of 2010 ,positive
Clothing chain Sepp+ï¿½l+ï¿½ 's net sales increased by 7.0 % to EUR 30.8 mn ,positive
Finnish Outokumpu Technology has been awarded several new grinding technology contracts ,positive
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % ,positive
However ,positive
Both the net sales and operating profit were record high in the company 's history ,positive
` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC ,positive
Operating profit totalled EUR 7.0 mn ,positive
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 ,positive
Markets had been expecting a poor performance ,positive
Net sales revenue per passenger is expected to increase ,positive
The transactions would increase earnings per share in the first quarter by some EUR0 .28 ,positive
Operating profit was EUR 9.8 mn ,positive
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 ,positive
Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital ,positive
For the last quarter of 2010 ,positive
The major breweries increased their domestic beer sales by 4.5 per cent last year ,positive
In Sweden ,positive
According to Viking Line 's Managing Director ,positive
That would be an increase from estimated sales of 117 million last year ,positive
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn ,positive
LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro ,positive
`` This vessel order will help Aspo secure the long-term competitiveness of its fleet ,positive
Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m ,positive
Global sports equipment maker Amer Sports Corp. ,positive
It estimates the operating profit to further improve from the third quarter ,positive
Previously ,positive
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 ,positive
Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 ,positive
Cash flow from operations totalled EUR 7.4 mn ,positive
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India ,positive
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 ,positive
Our standardised services have met with a positive reception among our customers as well as at Itella ,positive
Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 ,positive
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 ,positive
Revenue from July to September grew 21 percent to EURO 2.3 billion ,positive
Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn ,positive
Arvo Vuorenmaa ,positive
In January-September 2009 ,positive
However ,positive
The company 's market share is continued to increase further ,positive
Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 ,positive
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before ,positive
In Lithuania ,positive
MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 ,positive
After the reporting period ,positive
Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn ,positive
Sales improved to SEK 1,positive
The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros ,positive
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million ,positive
The fair value of the investment properties totaled EUR 2,positive
Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 ,positive
Svyturys-Utenos Alus ,positive
Order intake grew by 40 % year-on-year and 30 % year-on-year ,positive
Operating profit for the three-month period increased from EUR1 .2 m ,positive
( ADP News ) - Feb 11 ,positive
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m ,positive
The agreement strengthens our long-term partnership with Nokia Siemens Networks ,positive
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . ',positive
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 ,positive
Pretax profit totalled EUR 2.0 mn ,positive
( ADP News ) - Oct 29 ,positive
Clothing retail chain Sepp+ï¿½l+ï¿½ 's sales increased by 8 % to EUR 155.2 mn ,positive
Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 ,positive
The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million ,positive
Operating profit totalled EUR 0.4 mn ,positive
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 ,positive
Sales of security and system packaging increased slightly ,positive
Sports equipment sales also progressed well owing to the prolonged winter season ,positive
Metsaliitto ,positive
In the end of 2006 ,positive
A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 ,positive
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 ,positive
Excluding non-recurring items ,positive
Finnish Bank of +ï¿½land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 ,positive
Cost savings will then rise to some 20 mln eur a year from 2007 ,positive
Nevertheless ,positive
The sale ,positive
Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 ,positive
Operating profit was EUR 0.6 mn ,positive
The earnings per share for the quarter came in at 0.25 eur ,positive
In 2008 ,positive
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific ,positive
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market ,positive
Net sales surged by 30 % to EUR 36 million ,positive
The disposal of Autotank will also strengthen Aspo 's capital structure ,positive
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 ,positive
The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters ,positive
`` Demand for sports equipment was good in 2005 ,positive
The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 ,positive
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 ,positive
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects ,positive
We succeeded in increasing our market share of sold apartment '' ,positive
The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results ,positive
EBIT totalled EUR 14.4 mn ,positive
Its market share widened to 48.51 percent from 48.31 percent a year earlier ,positive
EBITDA for the year 2009 improved to EUR484m ,positive
HELSINKI ( AFX ) - Shares closed higher ,positive
Progress Group ,positive
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million ,positive
9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 ,positive
Turnover rose to EUR21m from EUR17m ,positive
Operating profit totalled EUR 83.0 mn ,positive
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 ,positive
In the second quarter of 2010 ,positive
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million ,positive
Basware Corporation stock exchange release August 31 ,positive
Advertising and circulation revenues grew by 3.4 % and by 0.4 % ,positive
The Helsinki-based company ,positive
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros ,positive
The EPS improved to EUR0 .38 from EUR0 .27 ,positive
Finnish lifting equipment maker Konecranes Oyj said on July 30 ,positive
With CapMan as a partner ,positive
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) ,positive
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site ,positive
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 ,positive
The total delivery volume of paper businesses in 2010 was 1,positive
These financing arrangements will enable the company to ensure ,positive
HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur ,positive
The refining margin for the year was $ 13.39 - bbl ,positive
In the third quarter ,positive
Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 ,positive
Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand ,positive
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier ,positive
In the reporting period ,positive
Both operating profit and net sales for the nine-month period increased ,positive
Viking Line manages well with its current ferries ,positive
In its financial report ,positive
MANAVIGATOR-September 7 ,positive
Fiskars Brands report net sales of EUR 145.8 mn ,positive
Net interest income was EUR 152.2 mn ,positive
Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 ,positive
In January-September 2007 ,positive
However ,positive
Finnish Suominen Corporation that specialises in wet wipes ,positive
EPS for the quarter came in at 0.36 eur ,positive
In the first nine months of 2010 ,positive
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 ,positive
In the third quarter ,positive
Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 ,positive
In the fourth quarter of 2008 ,positive
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India ,positive
The company expects net sales to significantly increase from 2009 ,positive
Profit for the period was EUR 5.9 mn ,positive
The Lithuanian beer market made up 14.41 million liters in January ,positive
HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. ,positive
Construction volumes meanwhile grow at a rate of 10-15 percent annually ,positive
Revenues at the same time grew 14 percent to 43 million euros ,positive
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn ,positive
Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 ,positive
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 ,positive
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London ,positive
Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 ,positive
Earnings per share for January-June 2010 were EUR0 .30 ,positive
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 ,positive
Uponor made an operating profit of EUR 151.0 mn ,positive
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 ,positive
Operating profit rose to 22.1 mln eur from 19.9 mln ,positive
a January 11 ,positive
Lithuanian beer makers sold 256.88 million liters of beer in 2005 ,positive
Sales in Latin America increased by 42 % to EUR 432mn ,positive
Finnish energy company Fortum Oyj said on November 13 ,positive
Turun kaupunkin ,positive
The actions are expected to deliver annual cost savings of some EUR15-20m ,positive
Operating profit totalled EUR 21.1 mn ,positive
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % ,positive
Ragutis ,positive
( ADP News ) - Oct 1 ,positive
Exports grew 16.5 percent to 19.1 million liters ,positive
Uponor improved its performance in spite of the decrease in residential construction in the US ,positive
Earnings per share ( EPS ) were EUR0 .03 ,positive
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 ,positive
Both operating profit and net sales for the 12-month period increased ,positive
Orion Pharma 's operating profit increased by 42.5 % from 2004 ,positive
Cash flow from operations totalled EUR 2.71 mn ,positive
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 ,positive
Operating profit totaled EUR 37,positive
`` The combined activities will create value for shareholders and be good for our employees and customers ,positive
Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 ,positive
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies ,positive
The brokerage said 2006 has seen a ` true turning point ' in European steel base prices ,positive
The Department Store Division reported an increase in sales of 4 per cent ,positive
Finnish telecoms software developer Tecnomen Oyj said on December 5 ,positive
`` UPM 's deliveries increased during the third quarter by 4 percent ,positive
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn ,positive
Satama 's net profit for the third quarter of 2007 rose to 275,positive
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million ,positive
At the same time profit of the company increased by 10 % in H1 and reached Ls 79,positive
Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon ,positive
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) ,positive
Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 ,positive
In the second quarter of 2010 ,positive
Return on investment was 5.0 % ,positive
The company 's operating income ( EBIT ) totalled EUR 0.0 mn ,positive
It will also strengthen Ruukki 's offshore business ,positive
Kesko Agro Eesti ,positive
The chain posted sales of 298 million euros for full 2005 ,positive
The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 ,positive
Operating profit surged to EUR21m from EUR106 ,positive
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout ,positive
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 ,positive
Previously ,positive
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 ,positive
Bilfinger investors cheered the agreement ,positive
Profit for the period totaled EUR 39.4 mn ,positive
Pre-tax loss totaled EUR 0.3 mn ,positive
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V ,positive
Fiskars ,positive
` By separating side businesses we will be able to faster expand and develop Tapro retail network ,positive
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 ,positive
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 ,positive
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 ,positive
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 ,positive
In the third quarter of 2010 ,positive
ADP News - Nov 13 ,positive
Net sales will ,positive
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million ,positive
October-December sales were 302 mln eur ,positive
Both operating profit and net sales for the six-month period increased ,positive
Passenger volumes rose by 8.4 % in the accounting period ,positive
Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m ,positive
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure ,positive
Operating profit was EUR 24.5 mn ,positive
Operating profit margin increased from 11.2 % to 11.7 % ,positive
Talentum expects that the net sales of its core business will increase in 2008 ,positive
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 ,positive
Marimekko Group 's full-year net sales are estimated to increase by about 10 % ,positive
As a result ,positive
Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,positive
However ,positive
The transaction will have a positive impact of around EUR2m on earnings ,positive
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives ,positive
EPS grew to 0.04 eur from 0.02 eur ,positive
Operating profit for the nine-month period increased from EUR13 .6 m ,positive
Finnish Sampo Bank ,positive
The company 's net profit amounted to EE 55.5 mn ,positive
in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 ,positive
Performance in the second half of 2009 exceeded expectations ,positive
According to Atria 's President and CEO Matti Tikkakoski ,positive
Consolidated operating profit excluding one-off items was EUR 30.6 mn ,positive
The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million ,positive
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ,positive
EUR928 ,positive
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board ,positive
In 2009 ,positive
( ADP News ) - Oct 31 ,positive
Nokia Multimedia 's net sales totaled EUR 5.7 bn ,positive
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory ,positive
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 ,positive
Sales increased due to growing market rates and increased operations ,positive
`` This is a significant milestone for Benefon ,positive
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased ,positive
OUTOTEC OYJ PRESS RELEASE ,positive
Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,positive
Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 ,positive
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 ,positive
The last quarter was the best quarter of 2009 in net sales ,positive
Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter ,positive
Profit for the period was EUR 9.8 mn ,positive
Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 ,positive
The acquisition will have an immediate positive impact on Aspocomp 's financial result ,positive
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn ,positive
The policy was also aimed at making the companies more profitable and competitive ,positive
Profit per share was EUR 1.03 ,positive
Finnish construction company YIT Oyj said on November 13 ,positive
Return on capital employed rose by 4.8 percentage points to 19.6 % ,positive
This resulted in improved sales figures in Sweden ,positive
Thanks to the multiplying effect of wagon performance ,positive
ADP News - Feb 25 ,positive
Department store sales improved by 14 % to EUR 1,positive
`` I am extremely delighted with this project and the continuation of cooperation with Viking Line ,positive
Net sales of Finnish food industry company L+ï¿½nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 ,positive
Diluted EPS rose to EUR3 .68 from EUR0 .50 ,positive
4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,positive
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier ,positive
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago ,positive
( ADP News ) - Dec 11 ,positive
20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 ,positive
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn ,positive
In August-October 2010 ,positive
Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions ,positive
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % ,positive
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % ,positive
In the second quarter of 2010 ,positive
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 ,positive
3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,positive
Sales are expected to increase in the end of the year 2006 ,positive
Quarterly diluted EPS on continuing operations came in at 0.21 eur ,positive
The company ,positive
Svyturys-Utenos Alus ,positive
Profitability ( EBIT % ) was 13.9 % ,positive
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 ,positive
The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result ,positive
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 ,positive
However ,positive
Cargo volume increased by approximately 5 % ,positive
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 ,positive
For example ,positive
Systeemitiimi 's sales and project resources will also be strengthened ,positive
Investors will continue being interested in the company 's share although it is not quite cheap ,positive
Both operating profit and turnover for the three-month period increased ,positive
Operating profit of the Asian plants grew markedly ,positive
Both operating profit and net sales for the three-month period increased ,positive
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia ,positive
EBIT margin was up from 1.4 % to 5.1 % ,positive
Pre-tax profit totaled EUR 397.4 mn ,positive
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 ,positive
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies ,positive
Both operating profit and net sales for the 12-month period increased ,positive
The value of the firm 's forestry holdings increased by SEK 3.6 bn ,positive
Operating profit totaled EUR 825mn ,positive
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 ,positive
Mika Stahlberg ,positive
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 ,positive
29 September ,positive
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier ,positive
Earnings per share ( EPS ) amounted to EUR0 .98 ,positive
Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier ,positive
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 ,positive
Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 ,positive
mn ,positive
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 ,positive
Last year the company raised its turnover to approximately 7 million litas EUR 2 mln ,positive
Due to rapid expansion ,positive
Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,positive
Both operating profit and turnover for the six-month period increased ,positive
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million ,positive
Profit after taxes was EUR 0.1 mn ,positive
At the end of the review period ,positive
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn ,positive
efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency ,positive
Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 ,positive
In the reporting period ,positive
Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah ,positive
`` Lining stone sales were also good in the early autumn ,positive
According to Finnish Metso Minerals ,positive
In the first quarter of 2010 ,positive
`` The trend in the sports and leisure markets was favorable in the first months of the year ,positive
HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February ,positive
Olvi has posted a strong set of figures for the first six months of this year ,positive
Metso expects its net sales to increase by about 10 % in 2008 ,positive
The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 ,positive
By 14:29 CET on Monday ,positive
Net sales rose by 25.5 % year-on-year to EUR59 .6 m ,positive
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago ,positive
Both operating profit and net sales for the six-month period increased ,positive
Kesko 's car import and retailing business ,positive
Olvi expects sales and market share to increase in the first quarter of 2010 ,positive
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 ,positive
Unit costs for flight operations fell by 6.4 percent ,positive
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 ,positive
Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) ,positive
Section : Regional News - The demand in Finnair 's Asian traffic ,positive
Olvi ,positive
Pretax profit rose to EUR 1,positive
Operating profit totalled EUR 5.8 mn ,positive
Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,positive
Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m ,positive
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur ,positive
However ,positive
Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn ,positive
Jarmo Honkamaa ,positive
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn ,positive
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement ,positive
Savon koulutuskuntayhtyma ,positive
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year ,positive
Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 ,positive
Operating profit totaled EUR 5.5 mn ,positive
HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia ,positive
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 ,positive
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn ,positive
According to Nordic financial group Nordea 's analyst Sami Sarkamies ,positive
In January-September 2007 ,positive
Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn ,positive
Both operating profit and net sales for the 12-month period increased ,positive
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier ,positive
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 ,positive
Sales climbed 19.2 pct to 1.002 bln eur ,positive
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients ,positive
Sales have risen in other export markets ,positive
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago ,positive
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 ,positive
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 ,positive
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier ,positive
The restructuring creates a more efficient organization with increased operational focus and stable profitability ,positive
Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies ,positive
Finland-based Elcoteq SE ,positive
This new partnership agreement represents a significant milestone for both parties ,positive
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) ,positive
Finnish Bank of +ï¿½land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 ,positive
Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition ,positive
Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel ,positive
Nordea sees a return to positive growth for the Baltic countries in 2011 ,positive
Cision says the sale will return its U.K. operation to profitability ,positive
OUTOTEC OYJ PRESS RELEASE DECEMBER 4 ,positive
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant ,positive
